created_date,job_title,company,salary,address,link_description,time,job_description
2025-11-15,Nhân Viên Marketing Content Creator - Thu Nhập 15tr/Tháng - Từ 2 Năm Kinh Nghiệm,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT KIM PHÚ THÁI,13 - 15 triệu,Hà Nội: Phường Long Biên,https://www.topcv.vn/viec-lam/nhan-vien-marketing-content-creator-thu-nhap-15tr-thang-tu-2-nam-kinh-nghiem/1950249.html?ta_source=JobSearchList_LinkDetail,,
2025-11-13,Nhân Viên Kinh Doanh Bất Động Sản - Lương Cứng Không Phụ Thuộc Danh Số - Thu Nhập Không Giới Hạn - Đ...,CÔNG TY TRÁCH NHIỆM HỮU HẠN PHÁT TRIỂN PHÚ MỸ HƯNG,Thoả thuận,"Hồ Chí Minh: Phường Tân Mỹ, Phường Bình Dương",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-bat-dong-san-luong-cung-khong-phu-thuoc-danh-so-thu-nhap-khong-gioi-han-duoc-dao-tao/1950378.html?ta_source=JobSearchList_LinkDetail,,
2025-11-13,Nhân Viên Tư Vấn Marketing Phần Mềm Website,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,8 - 28 triệu,Hồ Chí Minh: Phường Trung Mỹ Tây,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-marketing-phan-mem-website/1950497.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Social Media Intern / Fresher,CÔNG TY TNHH EXORA MEDIA,3 - 6 triệu,Hồ Chí Minh: Gò Vấp,https://www.topcv.vn/viec-lam/social-media-intern-fresher/1946016.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Nhân Viên Editor Mảng YT/FB Lương Cứng 10 - 15tr + KPI,CÔNG TY TNHH GIẢI TRÍ VÀ TRUYỀN THÔNG VNSTAR MEDIA,10 - 15 triệu,"Hà Nội: Nam Từ Liêm, Thanh Xuân, Hà Đông",https://www.topcv.vn/viec-lam/nhan-vien-editor-mang-yt-fb-luong-cung-10-15tr-kpi/1945665.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,"Nhân Viên Kinh Doanh Ô Tô, Sale Ô Tô (Thu Nhập Trung Bình 9–12 Triệu/Tháng )",CÔNG TY TNHH TM & DV AUTO S,9 - 12 triệu,Hồ Chí Minh: Quận 12,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-o-to-sale-o-to-thu-nhap-trung-binh-912-trieu-thang/1945867.html?ta_source=JobSearchList_LinkDetail,,
2025-11-14,Content Marketing/Content Creator,Công Ty TNHH Ace Lab,12 - 15 triệu,Hà Nội: Phường Hai Bà Trưng,https://www.topcv.vn/viec-lam/content-marketing-content-creator/1942760.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Nhân Viên Chứng Từ Kiêm Theo Dõi Đơn Hàng Lương Cứng Từ 8 - 10 Triệu Tại Hà Nội,"TOFAST EXPRESS & LOGISTICS CO.,LTD",8 - 10 triệu,Hà Nội: Bắc Từ Liêm,https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-kiem-theo-doi-don-hang-luong-cung-tu-8-10-trieu-tai-ha-noi/1937292.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Nhân Viên Mua Hàng - Nhập Khẩu (Tuyển Nam) - Thu Nhập 12-15 Triệu/Tháng - Thành Thạo Tiếng Trung - H...,CÔNG TY TNHH CARINY VIỆT NAM,12 - 15 triệu,Hà Nội: Phường Định Công,https://www.topcv.vn/viec-lam/nhan-vien-mua-hang-nhap-khau-tuyen-nam-thu-nhap-12-15-trieu-thang-thanh-thao-tieng-trung-ha-noi/1937411.html?ta_source=JobSearchList_LinkDetail,,
2025-11-11,"Chuyên Viên Tư Vấn Du Học - Lương Cứng Từ 7 - 15tr, Không Áp Lực KPI, Phụ Cấp OT (Tại Phú Nhuận - TP...",Công ty TNHH RAB Consulting,Thoả thuận,Hồ Chí Minh: Phú Nhuận,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-du-hoc-luong-cung-tu-7-15tr-khong-ap-luc-kpi-phu-cap-ot-tai-phu-nhuan-tphcm/1940442.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,"Kế Toán Tổng Hợp (Lương Từ 15-16 Triệu) - Tại Hoàng Mai, TP. Hà Nội",Công ty Cổ Phần Dược SK Pharma,15 - 16 triệu,Hà Nội: Hoàng Mai,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-luong-tu-15-16-trieu-tai-hoang-mai-tp-ha-noi/1936540.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Kế Toán Viên - Thu Nhập Upto 12 Triệu Đồng - Hà Nội (Hoàng Mai),CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI HOÀNG MINH ĐỨC,8 - 12 triệu,Hà Nội: Hoàng Mai,https://www.topcv.vn/viec-lam/ke-toan-vien-thu-nhap-upto-12-trieu-dong-ha-noi-hoang-mai/1936571.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"• Lên đơn hàng, lập chứng từ bán hàng, xuất kho.... • Chấm công, báo cáo doanh số bán hàng các NPP hàng tháng • Tổng hợp, theo dõi các phiếu thu, chi, đề xuất hóa đơn thanh toán • Đối soát các công việc liên quan đến vận đơn, giao hàng • Đối soát ngân hàng, theo dõi công nợ • Theo dõi tồn kho hàng hóa, chốt kho hàng ngày hàng thực tế. • Theo dõi, hạch toán sổ sách nội bộ • Hỗ trợ Giám đốc xử lý các nghiệp vụ ngân hàng khi cần thiết: ủy nhiệm chi, nộp tiền, rút tiền, giao dịch tài khoản tại ngân hàng. • Thực hiện báo cáo công việc hằng ngày (theo dõi nhập, xuất, tồn thực tế) , báo cáo số liệu khi có yêu cầu. . Theo dõi, quản lý các chứng từ sổ sách công ty. • Kiểm soát công nợ, doanh thu, chi phí, lợi nhuận. • Thực hiện các công việc khác theo kế hoạch từ Giám đốc."
2025-11-03,Nhân Viên Sale Coordinator & Marketing/Sale,CÔNG TY TNHH THƯƠNG MẠI T&T PLUS,Thoả thuận,Hồ Chí Minh: Phường Tân Hưng,https://www.topcv.vn/viec-lam/nhan-vien-sale-coordinator-marketing-sale/1936580.html?ta_source=JobSearchList_LinkDetail,Còn 43 ngày,"- Tìm kiếm, tiếp cận và phát triển hệ thống khách hàng (nhà thầu, kiến trúc sư, đơn vị thiết kế, showroom nội thất, chủ đầu tư...). - Giới thiệu, tư vấn sản phẩm và dịch vụ của công ty đến khách hàng. - Đọc và hiểu bản vẽ kỹ thuật cơ bản để tư vấn vật liệu phù hợp cho từng hạng mục, tăng tính thuyết phục và chuyên nghiệp (chưa biết sẽ được đào tạo) - Phối hợp với bộ phận kỹ thuật và thi công để hỗ trợ khách hàng triển khai dự án. - Đảm bảo doanh số theo kế hoạch kinh doanh."
2025-11-03,Nhân Viên Kinh Doanh/ Tư Vấn Phần Mềm Kế Toán Lương Từ 15 Triệu Tại Hồ Chí Minh,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,Thoả thuận,Hồ Chí Minh: Bình Tân,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-phan-mem-ke-toan-luong-tu-15-trieu-tai-ho-chi-minh/1936592.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"Tìm kiếm khách hàng mới, nhận danh sách tiềm năng từ marketing; tư vấn và bán sản phẩm phần mềm. Tìm kiếm cơ hội hợp tác để xây dựng và phát triển kênh đối tác. Đề xuất, đóng góp ý tưởng mới cho kế hoạch kinh doanh và hoạt động chăm sóc khách hàng. Lập báo cáo gửi cấp quản lý. Thực hiện nhiệm vụ khác theo sự phân công của cấp trên."
2025-11-03,TikTok Content Creator/ TikTok Marketing Executive (Nam) Lương Cứng 10-15 Triệu / Đi Làm Ngay,Công ty TNHH công nghệ máy tính An Phát,10 - 15 triệu,Hà Nội: Đống Đa,https://www.topcv.vn/viec-lam/tiktok-content-creator-tiktok-marketing-executive-nam-luong-cung-10-15-trieu-di-lam-ngay/1936656.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Chuyên Viên Khách Hàng Doanh Nghiêp / Direct Sales Smartsme By VPBank (Toàn Quốc),CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ MẠNG LƯỚI THÔNG MINH (SMARTPAY),Thoả thuận,Hồ Chí Minh: Quận 4: Hà Nội: Thanh Xuân: Bình Dương: Đồng Nai,https://www.topcv.vn/viec-lam/chuyen-vien-khach-hang-doanh-nghiep-direct-sales-smartsme-by-vpbank-toan-quoc/1936681.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"TÌM KIẾM, PHÁT TRIỂN VÀ QUẢN LÝ KHÁCH HÀNG • Thực hiện các nhiệm vụ liên quan đến bán hàng nhằm triển khai chiến lược Khối SME và đạt được các mục tiêu chiến lược Khối SME tại địa bàn. • Tìm kiếm, tiếp cận, tư vấn các sản phẩm dịch vụ dành cho khách hàng mục tiêu, phát triển khách hàng tiềm năng và khách hàng mới. • Phân tích, đánh giá năng lực và thẩm định hồ sơ của khách hàng • Thực hiện theo dõi hoạt động kinh doanh của danh mục khách hàng được giao • Quản lý, chăm sóc và giữ mối liên hệ thường xuyên với khách hàng hiện hữu • Thực hiện quy trình cấp tín dụng, kiểm tra giám sát hoạt động cho vay AM HIỂU VỀ SẢN PHẨM, DỊCH VỤ QUY TRÌNH VẬN HÀNH, CHẤT LƯỢNG DỊCH VỤ • Am hiểu sản phẩm dịch vụ thuộc phân khúc khách hàng SME. Tham gia Đào tạo, trao dồi kiến thức về sản phẩm dịch vụ theo quy định SmartSME by VPBank (SmartSME) từng thời kỳ. • Thực hiện đúng tiêu chuẩn chất lượng dịch vụ của ngân hàng, nhằm đem lại trải nghiệm hài lòng nhất cho khách hàng. • Tiếp nhận các phản hồi từ khách hàng và làm việc với các đơn vị liên quan để xử lý phản hồi của khách hàng TUÂN THỦ VẬN HÀNH VÀ QUẢN LÝ RỦI RO • Tổng hợp chứng từ yêu cầu đối với hồ sơ vay từ khách hàng là các doanh nghiệp vừa và nhỏ, hỗ trợ khách hàng cung cấp hồ sơ trên app SmartSME. • Gửi đầy đủ chứng từ về ngân hàng để tiến hành thẩm định, tiếp tục theo sát đến khi giải ngân thành công."
2025-11-03,Nhân Viên Kinh Doanh Sản Phẩm Inox (Được Đào Tạo),CÔNG TY TNHH KIM LOẠI KIM SƠN SÀI GÒN,12 - 20 triệu,Hồ Chí Minh: Hóc Môn,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-san-pham-inox-duoc-dao-tao/1936742.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Nhân Viên Bán Hàng/Sales Executive - Thu Nhập Từ 10 Đến 25 Triệu Tại HCM,CÔNG TY TNHH RU9,10 - 25 triệu,"Hồ Chí Minh: Quận 3, Thủ Đức",https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-sales-executive-thu-nhap-tu-10-den-25-trieu-tai-hcm/1936798.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,"Nữ Nhân Viên Kế Toán Thuế Dịch Vụ/Tax Accounting - Lương 17 Triệu, Làm Việc Tại Thủ Đức",CÔNG TY TNHH CMA CONSULTING,12 - 17 triệu,Hồ Chí Minh: Thủ Đức,https://www.topcv.vn/viec-lam/nu-nhan-vien-ke-toan-thue-dich-vu-tax-accounting-luong-17-trieu-lam-viec-tai-thu-duc/1936888.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Telesales / Nhân Viên Bán Hàng Qua Điện Thoại Quận 4,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ MẠNG LƯỚI THÔNG MINH (SMARTPAY),Thoả thuận,Hồ Chí Minh: Quận 4,https://www.topcv.vn/viec-lam/telesales-nhan-vien-ban-hang-qua-dien-thoai-quan-4/1936918.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,.Net | Golang | Mobile Developers - Competitive Salary,CÔNG TY TNHH MICROTEC VIỆT NAM,Thoả thuận,Hà Nội: Hoàn Kiếm,https://www.topcv.vn/viec-lam/net-golang-mobile-developers-competitive-salary/1937081.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Kế Toán Tổng Hợp - Thu Nhập Đến 22 Triệu - Kinh Nghiệm Từ 3 Năm - Hồ Chí Minh,CÔNG TY TNHH NGUYÊN LIỆU NÔNG NGHIỆP MEKONG,16 - 22 triệu,Hồ Chí Minh: Bình Thạnh,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-den-22-trieu-kinh-nghiem-tu-3-nam-ho-chi-minh/1937162.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,"Nhân Viên Theo Dõi Đơn Hàng (Việt – Trung, Việt - Anh) Thu Nhập 12 - 15 Triệu - Đi Làm Ngay Tại Hà N...",CÔNG TY TNHH 1 THÀNH VIÊN QUẾ BA CHẼ,12 - 15 triệu,Quảng Ninh: Ba Chẽ,https://www.topcv.vn/viec-lam/nhan-vien-theo-doi-don-hang-viet-trung-viet-anh-thu-nhap-12-15-trieu-di-lam-ngay-tai-ha-noi/1937214.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Nhân Viên Kinh Doanh/Sales Bất Động Sản - Lương + Hoa Hồng Hấp Dẫn (Không Yêu Cầu Kinh Nghiệm),CÔNG TY CỔ PHẦN DXMD VIỆT NAM,7 - 75 triệu,Đồng Nai: Biên Hòa,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-bat-dong-san-luong-hoa-hong-hap-dan-khong-yeu-cau-kinh-nghiem/1937247.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Nhân Viên Kinh Doanh/ Sale/ Tư Vấn Sàn Thương Mại Điện Tử - Thu Nhập Upto 30 Triệu - Hà Nội,HỘ KINH DOANH NGUYỄN HỮU CÔNG,10 - 30 triệu,Hà Nội: Hà Đông,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-tu-van-san-thuong-mai-dien-tu-thu-nhap-upto-30-trieu-ha-noi/1937273.html?ta_source=JobSearchList_LinkDetail,,
2025-11-03,Senior Drafter-Triển Khai Bản Vẽ-Họa Viên Nội Thất,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU PACIFIC JOINERY,16 - 22 triệu,Hồ Chí Minh: Hóc Môn,https://www.topcv.vn/viec-lam/senior-drafter-trien-khai-ban-ve-hoa-vien-noi-that/1933827.html?ta_source=JobSearchList_LinkDetail,Còn 13 ngày,"Tổng Quan Vị Trí Chúng tôi đang tìm kiếm một chuyên viên triển khai bản vẽ nội thất có tư duy chi tiết và kỹ năng kỹ thuật vững vàng để gia nhập đội ngũ. Vị trí này tập trung vào việc chuyển đổi các bản vẽ thiết kế 2D từ khách hàng thành bản vẽ kỹ thuật chi tiết phục vụ sản xuất cho từng căn hộ và các dự án lớn, sử dụng vật liệu gỗ công nghiệp như MFC/MDF. Nhiệm Vụ Chính Dựng lại bản vẽ kỹ thuật chi tiết phục vụ sản xuất dựa trên bản vẽ thiết kế 2D do khách hàng cung cấp, phù hợp với từng căn hộ và dự án cụ thể. Đảm bảo bản vẽ đáp ứng tiêu chuẩn sản xuất, kết cấu vững chắc và đúng theo yêu cầu kỹ thuật của khách hàng. Quản lý tiến độ hoàn thành bản vẽ, đảm bảo đúng thời hạn theo kế hoạch dự án và cam kết giao hàng. Làm việc trực tiếp với khách hàng để chỉnh sửa và chốt bản vẽ sản xuất cuối cùng. Phát hiện và thông báo kịp thời cho khách hàng nếu có bất đồng giữa thiết kế và khả năng sản xuất, đồng thời đề xuất phương án xử lý phù hợp. Tuân thủ các tiêu chuẩn kỹ thuật và yêu cầu của khách hàng trong suốt quá trình triển khai bản vẽ. Áp dụng kiến thức chuyên sâu về kết cấu và thi công nội thất sử dụng ván gỗ công nghiệp (ví dụ: MFC, MDF...). Sử dụng phần mềm Cabinet Vision để triển khai bản vẽ và mô hình hóa ( ưu tiên nhưng không bắt buộc )."
2025-11-03,Booking Staff / Chứng Từ Xuất Nhập Khẩu (Có KN Xuất Khẩu +Mở Tờ Khai Hải Quan ) - Thu Nhập Hấp Dẫn -...,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỆT MỸ INTERNATIONAL,Thoả thuận,Hồ Chí Minh: Quận 2,https://www.topcv.vn/viec-lam/booking-staff-chung-tu-xuat-nhap-khau-co-kn-xuat-khau-mo-to-khai-hai-quan-thu-nhap-hap-dan-di-lam-ngay-tai-ho-chi-minh/1934812.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"Làm booking với các hãng giao nhận như DAMCO, DHL, KN... đúng hạn. Phối hợp với bộ phận logistics và kho để gửi kế hoạch xếp hàng hàng ngày. Làm việc và điều phối với dịch vụ vận tải để lấy container rỗng từ cảng về kho để đóng hàng. Lập packing list và mở tờ khai hải quan điện tử trên hệ thống thông quan tự động VNACCS. Chuẩn bị các chứng từ hải quan cần thiết. Kiểm tra vận đơn (Bill of Lading). Sắp xếp thanh toán các loại phí nội địa và phí vận tải."
2025-11-03,Travel Consultant (Inbound),CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ DU LỊCH ĐẤT XANH,Tới 20 triệu,Hồ Chí Minh: Quận 2,https://www.topcv.vn/viec-lam/travel-consultant-inbound/1935498.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"Handle specific requests from B2B partners and B2C clients: consult, organize program, coordinate directly with Tour Operators, FIT clients to propose program including Vietnam, Laos, Cambodia, Myanmar, Thailand or other countries. Implement agreed sales activities with Clients. Draft itineraries/tour proposals and quotes especially for FIT/GIT enquiries. Follow up clients’ enquiries via email, phone or in person. Involve and responsible for sending/checking/following up invoice of accounts being in Charge. Be in charge of documentation and filing of bookings. Monitor and prepare sales reports on overall. Inspect hotels and other services. Monitor tourism news and magazines regarding new destinations and tourist developments. Plan and execute direct sales activities, under direction of direct supervisor. Work closely with Sales/Consulting, Operations, Contracting and Accounting department to ensure smooth operations within the company. Coordinate and organize special events and MICE projects (if required for certain project). Responsible for Customer Care and Acquisition of new clients. Develop new travel programs and products. Other duties may be assigned."
2025-11-03,Nhân Viên Editor - Thẩm Mỹ Viện,Măng Beauty Studio,8 - 20 triệu,Hồ Chí Minh: Quận 10,https://www.topcv.vn/viec-lam/nhan-vien-editor-tham-my-vien/1002452.html?ta_source=JobSearchList_LinkDetail,Còn 16 ngày,"- Lên ý tưởng & dựng cho Tiktok / Reels Facebook - Phối hợp với team Media triển khai video Tiktok, Reels, Insta, Campaign, quảng cáo - Chủ động cập nhật xu hướng, bắt trend và đưa ra các đề xuất để nâng cao chất lượng truyền thông - Sản xuất, lên ý tưởng quay dựng cho các video đa dạng phong phú phù hợp với xu hướng giới trẻ"
2025-11-03,"Kỹ Sư Kinh Doanh - Sales Engineer (Hỗ Trợ Laptop, Thu Nhập Đến 30 Triệu Và Không Giới Hạn)",CÔNG TY TNHH TỰ ĐỘNG HÓA THIÊN PHÚ THỊNH,Tới 30 triệu,Hồ Chí Minh: Thủ Đức,https://www.topcv.vn/viec-lam/ky-su-kinh-doanh-sales-engineer-ho-tro-laptop-thu-nhap-den-30-trieu-va-khong-gioi-han/1148385.html?ta_source=JobSearchList_LinkDetail,,
